Delivery Method,Area Codes,Area Name,Region,Rural,Rural Charge
Shipping - Taranaki,4614,Normanby,Taranaki,FALSE,0
Shipping - Taranaki,4616,Opunake,Taranaki,FALSE,0
Shipping - Taranaki,4340,Brooklands,Taranaki,FALSE,0
Shipping - Taranaki,4341,Fitzroy,Taranaki,FALSE,0
Shipping - Taranaki,4342,New Plymouth,Taranaki,FALSE,0
Shipping - Taranaki,4343,Frankleigh Park,Taranaki,FALSE,0
Shipping - Taranaki,4344,Moturoa,Taranaki,FALSE,0
Shipping - Taranaki,4345,Oakura,Taranaki,FALSE,0
Shipping - Taranaki,4346,Waitara,Taranaki,FALSE,0
Shipping - Taranaki,4347,Inglewood,Taranaki,FALSE,0
Shipping - Taranaki,4348,Okato,Taranaki,FALSE,0
Shipping - Taranaki,4349,Urenui,Taranaki,FALSE,0
Shipping - Taranaki,4351,Bell Block,Taranaki,FALSE,0
Shipping - Taranaki,4352,Stratford,Taranaki,FALSE,0
Shipping - Taranaki,4353,Eltham,Taranaki,FALSE,0
Shipping - Taranaki,4360,Merrilands,Taranaki,FALSE,0
Shipping - Taranaki,4540,Wanganui,Taranaki,FALSE,0
Shipping - Taranaki,4544,Waverley,Taranaki,FALSE,0
Shipping - Taranaki,4545,White Tank,Taranaki,FALSE,0
Shipping - Taranaki,4549,Waitotara,Taranaki,FALSE,0
Shipping - Taranaki,4640,Hawera,Taranaki,FALSE,0
Shipping - Taranaki,4641,Manaia,Taranaki,FALSE,0
Shipping - Taranaki,4642,Kaponga,Taranaki,FALSE,0
Shipping - Taranaki,4645,Opunake,Taranaki,FALSE,0
"Shipping - Thames, Coromandel",3582,Te Rerenga,Waikato,TRUE,39
"Shipping - Thames, Coromandel",3583,Kennedys Bay,Waikato,TRUE,39
"Shipping - Thames, Coromandel",3578,Nevesville,Waikato,TRUE,39
"Shipping - Thames, Coromandel",3577,Parawai,Waikato,TRUE,39
"Shipping - Thames, Coromandel",3681,Waihi,Waikato,TRUE,39
"Shipping - Thames, Coromandel",3500,Thames,Waikato,FALSE,0
"Shipping - Thames, Coromandel",3506,Coromandel,Waikato,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2675,Ararimu,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2577,Drury,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2578,Ramarama,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2579,Ararimu,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2571,Waikopua,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2576,Whitford,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2580,Weymouth,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2582,Clevedon,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2583,Paparimu,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2584,Opaheke,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2585,Whakatiri,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2471,Kopuku,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2676,Paerata,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2678,Mauku,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2679,Waiau Pa,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),1971,Onetangi,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2682,Otaua,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2683,Waipipi,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2684,Pollok,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),1010,Auckland Central,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1011,Albany Rd,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1021,Arch Hill,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1022,Alberta Street,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1023,Aberfoyle St,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1024,Epsom,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1025,Mt Albert,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1026,Alford St,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1041,Admiral Beatty Ave,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1042,Hillsborough,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1050,Remuera,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1051,Ellerslie,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1052,Akaroa St,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1060,Alana Pl,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1061,Adrienne Pl,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1062,Albert St,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1071,Herne Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1072,Glen Innes,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2010,Botany Downs,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2016,Adonis Pl,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2013,Accent Dr,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2014,Abercrombie St,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2018,Beachlands,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2022,Auckland Airport,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2023,Clover Park,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2024,Abiru Cres,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2025,Manukau,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2102,Manurewa,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2103,Aberdeen Cres,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2104,Manukau,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2105,Abilene Pl,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2110,Albert St,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2112,Conifer Grove,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2113,Drury,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0600,Avondale,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0991,Whangapara,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0874,Parkhurst,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0875,Helensville,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0781,Piha,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0782,Waitakere,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0871,Kaukapakapa,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0873,Parakakau,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0891,Huapai,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0892,Kumeu,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0772,Karekare,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0992,Silverdale,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0993,Red Beach,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0881,Woodhill,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0882,Waimauku,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0883,Pahitoa,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0981,Woodcocks,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0982,Algies Bay,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0983,Pohuehue,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0984,Ahuroa,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0985,Big Omaha,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0986,Tawharanui,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0972,Wayby,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0973,Wharehine,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0974,Te Hana,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0977,Wharehine,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),0602,Glen Eden,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0604,Cornwallis,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0610,Henderson,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0612,Glen Eden,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0614,Henderson Valley,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0618,Herald Island,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0620,Castor Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0622,Bayswater,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0624,Devonport,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0626,Beach Haven,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0627,Hillcrest,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0629,Glenfield,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0630,Browns Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1140,Mechanics Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1141,Newmarket,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1142,Newton,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1143,Mechanics Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1144,Freemans Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1145,Grafton,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1147,Herne Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1148,Auckland,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1149,Parnell,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1150,Auckland,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1151,Point Resolution,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1245,Western Springs,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1246,Mount Albert,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1340,Wesley,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1342,Balmoral,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1344,One Tree Hill,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1345,Royal Oak,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1346,Sandringham,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1347,One Tree Hill,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1348,Avondale,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1349,Epsom,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1350,Owairaka,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1351,Balmoral,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1352,Mount Eden,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1440,Three Kings,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1443,Lynfield,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1445,Waikowhai,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1446,Mount Eden,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1541,Greenlane,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1542,Ellerslie,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1543,Greenlane,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1544,Ellerslie,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1545,Panmure,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1546,Ellerslie,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1640,Otahuhu,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1641,Panmure,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1642,Mount Wellington,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1643,Onehunga,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1740,Saint Heliers,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1741,Panmure,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1742,Meadowbank,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1743,Point England,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1744,Mission Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1745,Orakei,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1746,New Windsor,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1840,Oneroa,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1841,Onetangi,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1842,Blackpool,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),1843,Ostend,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2120,Abby Cl,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2122,Clarks Beach,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2123,Waiuku,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2140,Pakuranga,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2141,East Tamaki,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2142,East Tamaki,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2143,Botany Downs,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2144,Eastern Beach,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2145,Shelly Park,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2146,Shelly Park,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2147,Beachlands,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2148,Maraetai,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2149,Whitford,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2150,Mangere,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2151,Favona,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2153,Mangere,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2154,Mangere,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2155,Papatoetoe,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2156,Papatoetoe,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2157,Wiri,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2158,Mangere East,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2159,Otara,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2160,Wiri,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2240,Homai,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2241,Wiri,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2242,Weymouth,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2243,Manurewa East,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2244,Pahurehure,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2245,Takanini,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2246,Pahurehure,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2247,Drury,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2248,Clevedon,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2340,Pukekohe,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2341,Waiuku,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2343,Bombay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2344,Patumahoe,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2345,Waiau Pa,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0752,Albany,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0755,Albany,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0920,Algies Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0932,Arkles Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0930,Army Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0641,Glen Eden,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0642,Titirangi,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0643,Green Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0644,Blockhouse Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0645,Glendene,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0650,Sunnyvale,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0651,Te Atatu,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0652,Te Atatu South,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0653,Swanson,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0654,Te Atatu South,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0655,Swanson,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0656,Massey East,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0657,West Harbour,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0660,Waitakere,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0661,Te Atatu Peninsula,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0662,Brighams Creek,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0663,Massey East,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0740,Hauraki,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0741,Milford,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0742,Torbay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0743,Forrest Hill,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0744,Devenport,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0745,Glenfield,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0746,Birkenhead,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0747,Marlborough,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0748,North Shore,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0749,Birkdale,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0750,Takapuna,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0751,Glenfield,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0753,Browns Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0754,Mairangi Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0756,Paremoremo,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0757,Forrest Hill,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0758,Mairangi Bay,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0800,Helensville,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0810,Huapai,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0812,Waimauku,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0814,Kumeu,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0820,Riverhead,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0830,Parakai,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0840,Helensville,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0841,Huapai,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0842,Pahitoa,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0843,Kaukapakapa,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0900,Wellsford,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0931,Hatfields Beach,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0940,Wellsford,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0941,Warkworth,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0942,Snells Beach,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0943,Whangaparaoa,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0944,Silverdale,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0945,Red Beach,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0946,Orewa,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0947,Leigh,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0948,Matakana,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0950,Waiwera,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0951,Puhoi,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0960,Okiwi,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0961,Okupu,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0962,Tryphena,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0963,Port Fitzroy,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2402,Pokeno2,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0632,Greenhithe,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0640,Avondale,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),2012,Manukau,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0616,Te Atatu,Auckland,FALSE,0
Shipping - Auckland (From Silverdale to Pokeno),0816,Rural Auckland,Auckland,TRUE,39
Shipping - Auckland (From Silverdale to Pokeno),2019,Thomas Rd,Auckland,FALSE,0
Shipping - Waiheke,1081,Omiha,Auckland,FALSE,0
Shipping - Northland (Others),0486,Waiharera,Northland,TRUE,39
Shipping - Northland (Others),0496,Pawarenga,Northland,TRUE,39
Shipping - Northland (Others),0372,Kairara,Northland,TRUE,39
Shipping - Northland (Others),0373,Mamaranui,Northland,TRUE,39
Shipping - Northland (Others),0374,Arapohue,Northland,TRUE,39
Shipping - Northland (Others),0376,Tutamoe,Northland,TRUE,39
Shipping - Northland (Others),0377,Baylys Beach,Northland,TRUE,39
Shipping - Northland (Others),0379,Whatoro,Northland,TRUE,39
Shipping - Northland (Others),0370,Arapohue,Northland,TRUE,39
Shipping - Northland (Others),0182,Hukerenui,Northland,TRUE,39
Shipping - Northland (Others),0184,Whangaruru North,Northland,TRUE,39
Shipping - Northland (Others),0478,Kaeo,Northland,TRUE,39
Shipping - Northland (Others),0479,Saies,Northland,TRUE,39
Shipping - Northland (Others),0474,Tautoro,Northland,TRUE,39
Shipping - Northland (Others),0472,Pakaraka,Northland,TRUE,39
Shipping - Northland (Others),0473,Waima,Northland,TRUE,39
Shipping - Northland (Others),0481,Manukau,Northland,TRUE,39
Shipping - Northland (Others),0482,Kaiaka,Northland,TRUE,39
Shipping - Northland (Others),0483,Lake Ohia,Northland,TRUE,39
Shipping - Northland (Others),0484,Te Kao,Northland,TRUE,39
Shipping - Northland (Others),0281,Pokere,Northland,TRUE,39
Shipping - Northland (Others),0282,Karetu,Northland,TRUE,39
Shipping - Northland (Others),0294,Purerua,Northland,TRUE,39
Shipping - Northland (Others),0295,Waipapa,Northland,TRUE,39
Shipping - Northland (Others),0293,Puketona,Northland,TRUE,39
Shipping - Northland (Others),0491,Broadwood,Northland,TRUE,39
Shipping - Northland (Others),0492,Panguru,Northland,TRUE,39
Shipping - Northland (Others),0494,Paraoanui,Northland,TRUE,39
Shipping - Northland (Others),0593,Pahi,Northland,TRUE,39
Shipping - Northland (Others),0594,Matakohe,Northland,TRUE,39
Shipping - Northland (Others),0583,Marohemo,Northland,TRUE,39
Shipping - Northland (Others),0587,Ranganui,Northland,TRUE,39
Shipping - Northland (Others),0588,Maungaturoto,Northland,TRUE,39
Shipping - Northland (Others),0589,Huarau,Northland,TRUE,39
Shipping - Northland (Others),0475,Marangai,Northland,TRUE,39
Shipping - Northland (Others),0476,Umawera,Northland,TRUE,39
Shipping - Northland (Others),0192,Rukuwai,Northland,TRUE,39
Shipping - Northland (Others),0571,Mareretu,Northland,TRUE,39
Shipping - Northland (Others),0591,Ruawai,Northland,TRUE,39
Shipping - Northland (Others),0592,Rehia,Northland,TRUE,39
Shipping - Northland (Others),0381,Kirikopuni,Northland,TRUE,39
Shipping - Northland (Others),0391,Tangaihe,Northland,TRUE,39
Shipping - Northland (Others),0193,Waiotira,Northland,TRUE,39
Shipping - Northland (Others),0582,Waipu,Northland,TRUE,39
Shipping - Northland (Others),0171,Mata,Northland,TRUE,39
Shipping - Northland (Others),0172,Parakao,Northland,TRUE,39
Shipping - Northland (Others),0173,Kiripaka,Northland,TRUE,39
Shipping - Northland (Others),0174,Whangarei Heads,Northland,TRUE,39
Shipping - Northland (Others),0176,Moengawahine,Northland,TRUE,39
Shipping - Northland (Others),0178,Maungakaramea,Northland,TRUE,39
Shipping - Northland (Others),0114,Hikurangi,Northland,FALSE,0
Shipping - Northland (Others),0116,Ruakaka,Northland,FALSE,0
Shipping - Northland (Others),0200,Opua,Northland,FALSE,0
Shipping - Northland (Others),0210,Kawakawa,Northland,FALSE,0
